,date,passport,Immigration,Travel Visa,Refugee,Conflict,War,Violence,Crisis,Militia,Genocide,Armed Forces,Civilian,Currency,Lottery,Economy,Bureau de change,Wage,Protest,Government,country,Coup dՎtat
1295,2022-12-01,2,0,0.0,0.0,0,5,1,0,0.0,0.0,0.0,,0,0.0,1,,0,0,0,UZ,
1296,2005-01-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,100,0,VU,
1297,2005-02-01,0,0,,,0,0,0,53,0.0,,,,0,,0,,0,57,0,VU,
1298,2005-03-01,0,0,,,100,0,0,0,0.0,,,,62,,0,,0,0,0,VU,
1299,2005-04-01,43,55,,,0,0,0,0,0.0,,,,0,,0,,69,0,0,VU,
1300,2005-05-01,0,0,,,0,0,0,0,47.0,,,,0,,0,,74,37,0,VU,
1301,2005-06-01,82,0,,,0,0,0,28,0.0,,,,0,,0,,0,0,0,VU,
1302,2005-07-01,0,43,,,60,25,0,0,0.0,,,,35,,0,,100,0,0,VU,
1303,2005-08-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1304,2005-09-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1305,2005-10-01,100,0,,,35,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1306,2005-11-01,0,0,,,47,0,0,0,0.0,,,,0,,0,,49,0,0,VU,
1307,2005-12-01,0,0,,,0,100,0,0,100.0,,,,0,,100,,0,22,0,VU,
1308,2006-01-01,0,47,,,0,0,0,69,0.0,,,,0,,0,,0,0,31,VU,
1309,2006-02-01,0,52,,,0,0,0,0,51.0,,,,0,,0,,0,0,48,VU,
1310,2006-03-01,0,0,,,0,40,0,0,0.0,,,,0,,71,,0,0,0,VU,
1311,2006-04-01,0,0,,,43,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1312,2006-05-01,0,24,,,0,0,85,0,0.0,,,,32,,0,,0,0,0,VU,
1313,2006-06-01,0,0,,,0,0,100,30,0.0,,,,20,,0,,0,0,0,VU,
1314,2006-07-01,0,0,,,0,0,0,100,0.0,,,,0,,0,,0,0,0,VU,
1315,2006-08-01,0,100,,,0,0,0,0,0.0,,,,100,,0,,0,27,0,VU,
1316,2006-09-01,0,0,,,0,0,0,0,0.0,,,,0,,72,,0,0,0,VU,
1317,2006-10-01,0,0,,,21,0,0,0,0.0,,,,32,,97,,0,15,0,VU,
1318,2006-11-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,16,VU,
1319,2006-12-01,42,0,,,0,0,0,0,37.0,,,,69,,59,,0,0,0,VU,
1320,2007-01-01,0,54,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1321,2007-02-01,25,0,,,0,0,0,0,27.0,,,,0,,0,,0,0,0,VU,
1322,2007-03-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1323,2007-04-01,0,0,,,0,14,0,0,0.0,,,,0,,0,,60,0,32,VU,
1324,2007-05-01,13,0,,,15,0,0,0,26.0,,,,0,,0,,0,0,12,VU,
1325,2007-06-01,0,15,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1326,2007-07-01,0,0,,,0,35,0,0,0.0,,,,0,,0,,0,0,0,VU,
1327,2007-08-01,0,0,,,0,18,37,0,30.0,,,,0,,0,,35,0,23,VU,
1328,2007-09-01,0,25,,,32,0,0,10,0.0,,,,0,,30,,0,11,22,VU,
1329,2007-10-01,0,0,,,0,34,0,13,0.0,,,,0,,0,,0,0,0,VU,
1330,2007-11-01,49,0,,,16,0,0,52,19.0,,,,0,,0,,0,0,0,VU,
1331,2007-12-01,0,19,,,0,0,0,0,0.0,,,,0,,0,,0,0,100,VU,
1332,2008-01-01,0,25,,,0,0,0,10,0.0,,,,18,,72,,48,0,0,VU,
1333,2008-02-01,0,19,,,0,0,0,19,0.0,,,,0,,0,,0,14,19,VU,
1334,2008-03-01,0,0,,,0,0,26,0,28.0,,,,0,,0,,14,0,0,VU,
1335,2008-04-01,0,0,,,20,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1336,2008-05-01,0,0,,,17,0,0,0,19.0,,,,0,,0,,0,0,0,VU,
1337,2008-06-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,13,0,0,VU,
1338,2008-07-01,0,0,,,0,0,24,0,13.0,,,,15,,0,,27,0,0,VU,
1339,2008-08-01,0,0,,,0,16,24,0,0.0,,,,0,,36,,11,0,0,VU,
1340,2008-09-01,0,0,,,0,0,0,0,30.0,,,,0,,73,,0,0,8,VU,
1341,2008-10-01,0,0,,,0,0,0,0,0.0,,,,0,,38,,21,0,0,VU,
1342,2008-11-01,0,12,,,12,0,0,0,0.0,,,,0,,0,,0,5,0,VU,
1343,2008-12-01,30,0,,,0,0,60,0,0.0,,,,0,,0,,0,15,0,VU,
1344,2009-01-01,0,0,,,0,0,0,0,0.0,,,,9,,0,,0,7,0,VU,
1345,2009-02-01,0,0,,,0,8,0,0,13.0,,,,10,,0,,0,0,0,VU,
1346,2009-03-01,0,0,,,10,9,34,8,0.0,,,,18,,0,,18,0,0,VU,
1347,2009-04-01,0,16,,,0,0,0,0,17.0,,,,0,,0,,0,0,0,VU,
1348,2009-05-01,0,0,,,14,9,0,0,0.0,,,,21,,0,,17,0,0,VU,
1349,2009-06-01,0,0,,,0,14,0,0,0.0,,,,0,,0,,0,0,0,VU,
1350,2009-07-01,0,0,,,21,0,0,0,0.0,,,,7,,20,,0,4,0,VU,
1351,2009-08-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1352,2009-09-01,0,0,,,8,0,0,0,0.0,,,,0,,0,,0,6,0,VU,
1353,2009-10-01,0,0,,,0,0,0,0,0.0,,,,7,,0,,0,0,0,VU,
1354,2009-11-01,0,0,,,0,9,0,0,0.0,,,,0,,19,,11,0,7,VU,
1355,2009-12-01,0,0,,,0,0,0,0,15.0,,,,17,,0,,0,0,0,VU,
1356,2010-01-01,0,0,,,12,0,0,0,0.0,,,,28,,0,,0,0,9,VU,
1357,2010-02-01,7,17,,,0,18,35,0,0.0,,,,0,,0,,0,0,17,VU,
1358,2010-03-01,37,10,,,0,0,0,13,0.0,,,,0,,0,,0,0,0,VU,
1359,2010-04-01,0,0,,,0,0,0,0,0.0,,,,9,,0,,0,0,14,VU,
1360,2010-05-01,0,20,,,23,9,0,0,0.0,,,,6,,0,,0,0,8,VU,
1361,2010-06-01,0,0,,,0,0,0,14,12.0,,,,0,,0,,26,9,6,VU,
1362,2010-07-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1363,2010-08-01,0,0,,,0,0,0,4,0.0,,,,0,,0,,0,7,5,VU,
1364,2010-09-01,0,11,,,0,7,0,9,0.0,,,,11,,19,,9,0,0,VU,
1365,2010-10-01,0,0,,,0,7,0,0,0.0,,,,0,,25,,0,3,0,VU,
1366,2010-11-01,0,0,,,0,0,16,0,0.0,,,,16,,22,,0,0,0,VU,
1367,2010-12-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,15,VU,
1368,2011-01-01,6,0,,,0,0,0,0,0.0,,,,0,,0,,5,0,0,VU,
1369,2011-02-01,0,0,,,0,0,0,0,0.0,,,,5,,0,,0,0,0,VU,
1370,2011-03-01,0,4,,,0,0,0,0,0.0,,,,0,,0,,0,0,4,VU,
1371,2011-04-01,0,0,,,17,8,15,0,7.0,,,,0,,0,,9,0,0,VU,
1372,2011-05-01,0,9,,,0,5,0,0,0.0,,,,0,,23,,0,0,5,VU,
1373,2011-06-01,0,0,,,0,0,0,0,0.0,,,,0,,19,,0,0,9,VU,
1374,2011-07-01,0,11,,,10,4,0,0,0.0,,,,17,,0,,0,0,17,VU,
1375,2011-08-01,0,0,,,0,0,0,3,0.0,,,,5,,0,,0,0,4,VU,
1376,2011-09-01,19,0,,,0,0,10,0,0.0,,,,0,,30,,0,0,5,VU,
1377,2011-10-01,0,7,,,7,4,12,4,17.0,,,,10,,11,,0,0,0,VU,
1378,2011-11-01,0,0,,,0,0,0,0,0.0,,,,15,,0,,0,0,0,VU,
1379,2011-12-01,0,0,,,8,0,14,0,0.0,,,,0,,0,,0,0,8,VU,
1380,2012-01-01,0,0,,,0,4,15,0,0.0,,,,0,,0,,0,0,4,VU,
1381,2012-02-01,0,0,,,0,0,0,0,0.0,,,,8,,0,,0,0,0,VU,
1382,2012-03-01,0,4,,,0,6,9,0,0.0,,,,5,,0,,0,0,3,VU,
1383,2012-04-01,0,0,,,0,6,0,5,0.0,,,,4,,0,,0,0,5,VU,
1384,2012-05-01,0,0,,,0,0,10,0,0.0,,,,7,,12,,7,0,0,VU,
1385,2012-06-01,5,0,,,4,0,0,0,0.0,,,,8,,0,,0,0,4,VU,
1386,2012-07-01,0,3,,,0,0,0,0,0.0,,,,13,,0,,5,0,0,VU,
1387,2012-08-01,4,0,,,0,0,9,0,0.0,,,,5,,15,,8,0,0,VU,
1388,2012-09-01,0,0,,,5,6,0,0,0.0,,,,12,,19,,0,0,3,VU,
1389,2012-10-01,0,7,,,0,12,0,0,0.0,,,,7,,0,,7,0,4,VU,
1390,2012-11-01,0,0,,,4,0,0,4,0.0,,,,0,,0,,0,0,4,VU,
1391,2012-12-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1392,2013-01-01,6,0,,,0,0,0,0,0.0,,,,5,,0,,9,0,4,VU,
1393,2013-02-01,5,0,,,0,5,18,0,0.0,,,,6,,0,,0,0,0,VU,
1394,2013-03-01,0,3,,,16,9,0,0,0.0,,,,5,,0,,0,3,3,VU,
1395,2013-04-01,0,0,,,0,3,0,0,0.0,,,,4,,0,,0,0,3,VU,
1396,2013-05-01,0,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1397,2013-06-01,6,0,,,0,0,0,0,0.0,,,,0,,0,,0,0,0,VU,
1398,2013-07-01,0,0,,,0,6,6,0,0.0,,,,5,,0,,0,0,0,VU,
1399,2013-08-01,0,0,,,0,0,0,6,0.0,,,,0,,0,,0,0,3,VU,
1400,2013-09-01,5,2,,,2,0,0,0,0.0,,,,2,,0,,3,0,0,VU,
1401,2013-10-01,0,0,,,4,0,0,0,0.0,,,,6,,10,,0,0,0,VU,
1402,2013-11-01,0,0,,,0,0,0,4,0.0,,,,6,,15,,6,0,0,VU,
1403,2013-12-01,0,2,,,3,0,0,0,0.0,,,,0,,0,,0,3,3,VU,
1404,2014-01-01,0,0,,,0,0,9,0,0.0,,,,4,,0,,0,0,0,VU,
1405,2014-02-01,3,0,,,0,0,0,0,0.0,,,,0,,0,,0,3,4,VU,
1406,2014-03-01,0,2,,,0,7,0,5,4.0,,,,8,,7,,0,0,5,VU,
1407,2014-04-01,0,0,,,0,0,0,2,0.0,,,,7,,0,,0,3,2,VU,
1408,2014-05-01,2,3,,,0,2,0,0,0.0,,,,0,,0,,3,0,0,VU,
1409,2014-06-01,0,0,,,0,0,0,0,0.0,,,,2,,0,,2,0,3,VU,
1410,2014-07-01,3,0,,,0,2,0,0,0.0,,,,8,,0,,0,0,8,VU,
1411,2014-08-01,0,0,,,0,7,22,0,2.0,,,,18,,0,,0,0,4,VU,
1412,2014-09-01,0,3,,,0,3,0,0,0.0,,,,3,,0,,0,0,4,VU,
1413,2014-10-01,0,0,,,0,3,0,0,0.0,,,,6,,0,,0,0,3,VU,
1414,2014-11-01,0,0,,,0,0,0,0,0.0,,,,7,,0,,0,0,0,VU,
1415,2014-12-01,7,0,,,0,0,0,0,0.0,,,,7,,8,,3,0,4,VU,
1416,2015-01-01,0,0,,,0,5,0,0,0.0,,,,7,,0,,7,1,2,VU,
1417,2015-02-01,0,0,,,14,8,0,0,0.0,,,,9,,0,,8,0,3,VU,
1418,2015-03-01,0,2,,,0,5,8,0,0.0,,,,4,,0,,0,0,0,VU,
1419,2015-04-01,0,0,,,0,3,0,2,0.0,,,,2,,4,,0,1,1,VU,
1420,2015-05-01,2,0,,,1,3,0,2,1.0,,,,1,,0,,0,1,2,VU,
1421,2015-06-01,2,3,,,0,0,3,3,0.0,,,,5,,0,,0,0,0,VU,
1422,2015-07-01,1,0,,,0,3,6,1,2.0,,,,7,,0,,0,0,2,VU,
1423,2015-08-01,0,3,,,0,4,0,0,0.0,,,,6,,0,,0,0,2,VU,
1424,2015-09-01,0,0,,,0,4,0,1,0.0,,,,3,,11,,4,0,0,VU,
1425,2015-10-01,0,0,,,0,2,0,0,0.0,,,,3,,0,,0,0,1,VU,
1426,2015-11-01,0,2,,,0,0,0,0,0.0,,,,5,,0,,0,1,2,VU,
1427,2015-12-01,2,0,,,0,2,0,2,0.0,,,,6,,0,,4,0,0,VU,
1428,2016-01-01,0,0,,,0,1,0,0,0.0,,,,4,,0,,0,1,1,VU,
1429,2016-02-01,0,1,,,0,4,0,0,3.0,,,,3,,0,,2,0,2,VU,
1430,2016-03-01,0,0,,,0,5,3,0,0.0,,,,3,,7,,0,0,5,VU,
1431,2016-04-01,2,0,,,0,3,0,0,0.0,,,,3,,0,,0,0,3,VU,
1432,2016-05-01,0,1,,,0,2,2,0,0.0,,,,6,,0,,0,0,2,VU,
1433,2016-06-01,0,0,,,0,2,0,0,0.0,,,,4,,0,,1,0,2,VU,
1434,2016-07-01,0,0,,,2,4,0,0,0.0,,,,3,,0,,0,0,4,VU,
1435,2016-08-01,0,0,,,2,0,9,2,0.0,,,,4,,3,,0,1,2,VU,
1436,2016-09-01,1,0,,,0,2,0,0,0.0,,,,4,,0,,0,0,1,VU,
1437,2016-10-01,1,0,,,0,3,0,1,1.0,,,,7,,0,,0,0,3,VU,
1438,2016-11-01,0,1,,,4,6,0,0,0.0,,,,3,,0,,0,0,0,VU,
1439,2016-12-01,0,0,,,0,4,0,0,0.0,,,,5,,0,,2,1,1,VU,
1440,2017-01-01,0,0,,,0,5,0,0,0.0,,,,5,,0,,0,0,1,VU,
1441,2017-02-01,0,1,,,1,2,0,0,0.0,,,,8,,0,,0,0,1,VU,
1442,2017-03-01,0,0,,,0,2,0,1,0.0,,,,2,,0,,2,0,2,VU,
1443,2017-04-01,0,1,,,1,8,0,2,0.0,,,,4,,0,,0,0,1,VU,
1444,2017-05-01,0,0,,,0,6,0,1,0.0,,,,3,,0,,0,0,1,VU,
1445,2017-06-01,1,0,,,2,5,0,0,0.0,,,,0,,0,,0,0,0,VU,
1446,2017-07-01,0,0,,,0,2,0,0,7.0,,,,2,,0,,0,2,2,VU,
1447,2017-08-01,3,0,,,2,1,0,0,8.0,,,,6,,0,,0,1,1,VU,
1448,2017-09-01,4,0,,,0,4,4,0,0.0,,,,3,,3,,0,0,4,VU,
1449,2017-10-01,2,3,,,0,7,6,1,2.0,,,,6,,5,,2,0,3,VU,
1450,2017-11-01,3,0,,,0,3,5,0,0.0,,,,4,,0,,0,1,4,VU,
1451,2017-12-01,0,0,,,2,2,9,0,0.0,,,,6,,0,,0,0,4,VU,
1452,2018-01-01,0,2,,,0,1,0,0,2.0,,,,8,,0,,2,0,5,VU,
1453,2018-02-01,0,0,,,0,4,0,0,0.0,,,,4,,0,,0,0,5,VU,
1454,2018-03-01,2,1,,,2,2,0,0,0.0,,,,9,,0,,0,2,2,VU,
1455,2018-04-01,0,3,,,0,3,0,1,0.0,,,,8,,5,,0,0,4,VU,
1456,2018-05-01,0,0,,,2,2,0,0,0.0,,,,7,,15,,3,0,3,VU,
1457,2018-06-01,0,0,,,1,0,13,0,0.0,,,,9,,8,,0,0,0,VU,
1458,2018-07-01,3,0,,,0,3,0,0,0.0,,,,4,,7,,0,0,2,VU,
1459,2018-08-01,0,1,,,0,2,0,0,3.0,,,,5,,0,,0,1,3,VU,
1460,2018-09-01,0,0,,,0,0,0,0,0.0,,,,4,,5,,0,0,4,VU,
1461,2018-10-01,1,0,,,0,2,0,1,0.0,,,,4,,0,,0,0,1,VU,
1462,2018-11-01,4,0,,,0,0,4,3,0.0,,,,7,,0,,0,0,2,VU,
1463,2018-12-01,0,0,,,0,3,0,0,3.0,,,,5,,0,,2,3,0,VU,
1464,2019-01-01,0,2,,,0,3,0,0,3.0,,,,2,,6,,0,0,2,VU,
1465,2019-02-01,0,2,,,0,0,0,0,0.0,,,,5,,0,,0,0,0,VU,
1466,2019-03-01,0,0,,,1,1,0,0,0.0,,,,3,,0,,0,1,3,VU,
1467,2019-04-01,1,0,,,0,2,0,1,0.0,,,,7,,3,,0,3,3,VU,
1468,2019-05-01,3,1,,,0,0,0,1,0.0,,,,8,,6,,3,0,5,VU,
1469,2019-06-01,1,0,,,0,3,2,2,2.0,,,,6,,3,,0,0,1,VU,
1470,2019-07-01,1,0,,,3,2,4,0,0.0,,,,8,,0,,2,0,2,VU,
1471,2019-08-01,2,3,,,0,2,2,0,0.0,,,,6,,0,,0,0,2,VU,
1472,2019-09-01,2,5,,,0,4,0,0,1.0,,,,4,,3,,0,0,4,VU,
1473,2019-10-01,0,0,,,1,2,0,0,3.0,,,,7,,0,,2,0,2,VU,
1474,2019-11-01,0,1,,,0,2,0,0,0.0,,,,8,,0,,2,1,3,VU,
1475,2019-12-01,0,0,,,0,1,0,0,0.0,,,,6,,0,,0,0,0,VU,
1476,2020-01-01,0,3,,,0,3,0,0,0.0,,,,4,,0,,0,0,4,VU,
1477,2020-02-01,3,1,,,0,0,0,1,0.0,,,,2,,7,,3,0,3,VU,
1478,2020-03-01,1,0,,,0,0,0,0,1.0,,,,3,,0,,0,0,3,VU,
1479,2020-04-01,0,0,,,0,2,4,0,0.0,,,,2,,0,,3,0,5,VU,
1480,2020-05-01,0,0,,,0,1,0,1,0.0,,,,0,,3,,0,0,4,VU,
1481,2020-06-01,2,0,,,0,0,0,0,4.0,,,,2,,7,,0,0,7,VU,
1482,2020-07-01,0,2,,,0,4,0,0,0.0,,,,3,,0,,0,1,3,VU,
1483,2020-08-01,2,0,,,0,2,0,0,0.0,,,,5,,5,,2,0,4,VU,
1484,2020-09-01,0,0,,,0,3,0,0,0.0,,,,4,,0,,0,2,2,VU,
1485,2020-10-01,0,1,,,0,2,0,3,0.0,,,,8,,0,,0,0,6,VU,
1486,2020-11-01,4,1,,,2,2,0,0,0.0,,,,7,,0,,0,0,5,VU,
1487,2020-12-01,0,0,,,2,0,8,4,0.0,,,,3,,4,,0,0,0,VU,
1488,2021-01-01,0,5,,,0,0,0,0,0.0,,,,4,,14,,0,0,4,VU,
1489,2021-02-01,4,0,,,0,0,0,0,2.0,,,,3,,8,,0,0,3,VU,
1490,2021-03-01,1,0,,,1,1,4,0,0.0,,,,4,,10,,0,0,1,VU,
1491,2021-04-01,0,2,,,4,1,0,0,0.0,,,,1,,3,,2,0,4,VU,
1492,2021-05-01,1,0,,,2,0,0,3,0.0,,,,4,,0,,3,0,3,VU,
1493,2021-06-01,5,2,,,1,2,0,0,1.0,,,,4,,0,,0,0,3,VU,
1494,2021-07-01,0,1,,,2,2,0,0,0.0,,,,2,,5,,0,0,4,VU,
1495,2021-08-01,1,2,,,0,4,0,0,0.0,,,,2,,0,,0,0,6,VU,
1496,2021-09-01,0,0,,,1,2,0,0,0.0,,,,3,,0,,1,0,3,VU,
1497,2021-10-01,1,0,,,0,3,5,1,4.0,,,,4,,4,,0,0,6,VU,
1498,2021-11-01,3,0,,,0,0,0,0,0.0,,,,3,,3,,0,0,2,VU,
1499,2021-12-01,3,0,,,0,3,0,0,0.0,,,,0,,0,,0,1,3,VU,
1500,2022-01-01,0,0,,,0,1,5,0,0.0,,,,5,,7,,0,0,0,VU,
1501,2022-02-01,2,1,,,1,3,6,0,0.0,,,,2,,0,,0,0,3,VU,
1502,2022-03-01,0,0,,,2,5,5,1,0.0,,,,3,,0,,0,1,5,VU,
1503,2022-04-01,0,0,,,0,5,3,0,0.0,,,,3,,2,,0,0,5,VU,
1504,2022-05-01,1,1,,,0,4,0,0,0.0,,,,4,,0,,1,0,3,VU,
1505,2022-06-01,4,3,,,0,3,9,1,0.0,,,,5,,4,,0,0,10,VU,
1506,2022-07-01,2,1,,,1,4,2,0,0.0,,,,4,,0,,1,0,4,VU,
1507,2022-08-01,3,1,,,2,3,4,0,0.0,,,,6,,6,,0,0,4,VU,
1508,2022-09-01,1,1,,,0,3,0,0,0.0,,,,7,,4,,0,0,3,VU,
1509,2022-10-01,2,2,,,1,6,0,0,0.0,,,,5,,0,,1,0,5,VU,
1510,2022-11-01,4,0,,,3,2,0,0,0.0,,,,3,,0,,0,0,4,VU,
1511,2022-12-01,1,0,,,0,1,3,1,0.0,,,,3,,0,,0,0,2,VU,
1512,2005-01-01,50,0,53.0,100.0,0,50,0,60,38.0,0.0,,0.0,83,50.0,37,,0,0,0,VE,
1513,2005-02-01,100,0,36.0,76.0,0,42,0,53,0.0,0.0,,0.0,64,29.0,37,,0,0,0,VE,
1514,2005-03-01,48,0,100.0,0.0,0,39,100,46,0.0,0.0,,0.0,52,100.0,44,,74,48,100,VE,
1515,2005-04-01,100,60,0.0,0.0,0,41,70,66,43.0,0.0,,0.0,100,0.0,0,,0,0,59,VE,
1516,2005-05-01,92,77,0.0,0.0,0,66,62,66,0.0,0.0,,0.0,43,39.0,0,,71,36,0,VE,
1517,2005-06-01,0,0,0.0,0.0,93,51,0,70,0.0,0.0,,0.0,64,49.0,68,,32,100,79,VE,
1518,2005-07-01,83,61,0.0,0.0,0,53,0,51,100.0,0.0,,0.0,27,66.0,76,,0,0,0,VE,
1519,2005-08-01,68,0,0.0,0.0,0,30,0,33,45.0,0.0,,0.0,59,32.0,0,,0,0,98,VE,
1520,2005-09-01,68,86,15.0,38.0,49,31,0,23,0.0,0.0,,0.0,44,47.0,66,,0,0,0,VE,
1521,2005-10-01,80,69,0.0,31.0,65,29,26,55,0.0,0.0,,0.0,28,48.0,21,,0,0,80,VE,
1522,2005-11-01,82,0,0.0,65.0,0,29,0,64,0.0,56.0,,0.0,50,24.0,0,,0,0,44,VE,
1523,2005-12-01,58,42,0.0,0.0,0,23,0,50,0.0,0.0,,0.0,47,51.0,0,,0,0,0,VE,
1524,2006-01-01,99,100,0.0,53.0,0,30,0,38,0.0,0.0,,100.0,0,46.0,69,,100,0,64,VE,
1525,2006-02-01,81,0,0.0,0.0,40,30,0,46,0.0,0.0,,0.0,20,42.0,71,,0,0,33,VE,
1526,2006-03-01,53,61,0.0,25.0,41,25,22,41,17.0,0.0,,0.0,67,23.0,21,,0,81,36,VE,
1527,2006-04-01,93,0,0.0,0.0,0,26,0,46,0.0,0.0,,0.0,11,23.0,0,,0,35,0,VE,
1528,2006-05-01,78,24,0.0,0.0,0,22,24,52,25.0,0.0,,0.0,21,21.0,0,,0,28,0,VE,
1529,2006-06-01,32,0,0.0,0.0,34,25,0,48,0.0,0.0,,0.0,14,19.0,0,,0,0,0,VE,
1530,2006-07-01,96,69,0.0,0.0,90,37,0,31,0.0,44.0,,0.0,23,40.0,0,,0,0,0,VE,
1531,2006-08-01,45,34,0.0,0.0,35,28,55,14,0.0,44.0,,0.0,38,0.0,100,,61,0,0,VE,
1532,2006-09-01,49,85,0.0,48.0,29,25,0,24,34.0,43.0,,0.0,58,26.0,64,,0,0,0,VE,
1533,2006-10-01,43,0,0.0,0.0,43,24,0,39,0.0,33.0,,0.0,56,25.0,0,,0,0,0,VE,
1534,2006-11-01,39,63,0.0,0.0,24,23,0,41,0.0,0.0,,0.0,17,37.0,15,,0,0,16,VE,
1535,2006-12-01,27,0,0.0,0.0,40,32,18,20,18.0,0.0,,0.0,38,39.0,28,,0,48,21,VE,
1536,2007-01-01,44,37,7.0,0.0,0,29,15,31,0.0,0.0,,0.0,51,26.0,0,,0,0,21,VE,
1537,2007-02-01,14,0,0.0,0.0,79,29,0,31,20.0,0.0,,0.0,24,25.0,0,,0,0,21,VE,
1538,2007-03-01,15,28,0.0,0.0,0,36,0,27,0.0,0.0,,0.0,38,38.0,17,,0,0,14,VE,
1539,2007-04-01,25,22,0.0,0.0,35,34,0,28,0.0,100.0,,0.0,34,15.0,0,,0,0,0,VE,
1540,2007-05-01,19,30,4.0,0.0,32,27,16,40,0.0,40.0,,31.0,40,0.0,17,,0,0,19,VE,
1541,2007-06-01,18,31,0.0,11.0,0,30,0,34,25.0,0.0,,34.0,22,25.0,0,,0,0,0,VE,
1542,2007-07-01,25,0,0.0,0.0,0,34,0,33,14.0,0.0,,32.0,28,24.0,0,,0,0,11,VE,
1543,2007-08-01,27,36,0.0,0.0,19,30,12,15,0.0,0.0,,0.0,37,16.0,16,,0,0,20,VE,
1544,2007-09-01,31,0,0.0,0.0,100,30,10,25,0.0,0.0,,49.0,22,19.0,17,,0,14,0,VE,
1545,2007-10-01,16,27,4.0,24.0,68,25,0,36,11.0,31.0,,0.0,27,20.0,0,,0,0,15,VE,
1546,2007-11-01,17,59,0.0,0.0,16,28,0,36,14.0,0.0,,0.0,34,31.0,17,,0,0,0,VE,
1547,2007-12-01,26,36,0.0,0.0,46,35,0,20,0.0,0.0,,0.0,16,34.0,0,,0,0,0,VE,
1548,2008-01-01,26,0,5.0,0.0,62,33,12,35,0.0,0.0,,0.0,12,20.0,7,,0,10,10,VE,
1549,2008-02-01,24,0,6.0,0.0,95,37,0,35,0.0,0.0,,0.0,17,30.0,14,,0,14,18,VE,
1550,2008-03-01,32,0,0.0,0.0,67,35,13,34,0.0,35.0,,0.0,12,0.0,8,,11,0,25,VE,
1551,2008-04-01,13,0,0.0,28.0,21,28,22,26,16.0,0.0,,0.0,22,19.0,13,,0,0,0,VE,
1552,2008-05-01,22,11,0.0,0.0,39,26,0,40,13.0,0.0,,0.0,29,14.0,0,,0,0,21,VE,
1553,2008-06-01,22,18,6.0,0.0,0,27,0,34,0.0,0.0,,0.0,12,14.0,8,,15,9,20,VE,
1554,2008-07-01,26,11,0.0,0.0,27,38,11,31,0.0,0.0,,39.0,24,13.0,22,,19,0,29,VE,
1555,2008-08-01,31,13,0.0,0.0,42,40,14,22,10.0,30.0,,0.0,24,28.0,12,,0,24,31,VE,
1556,2008-09-01,19,16,0.0,0.0,0,35,0,41,0.0,0.0,,0.0,27,15.0,15,,0,49,13,VE,
1557,2008-10-01,9,13,0.0,0.0,30,31,0,100,6.0,0.0,,0.0,10,14.0,7,,0,10,0,VE,
1558,2008-11-01,17,38,0.0,0.0,0,41,15,68,5.0,0.0,,0.0,25,20.0,12,,0,0,7,VE,
1559,2008-12-01,0,23,0.0,10.0,33,48,0,54,0.0,0.0,,0.0,15,14.0,0,,16,0,18,VE,
1560,2009-01-01,18,0,0.0,0.0,37,44,9,59,7.0,24.0,,0.0,24,13.0,7,,11,0,11,VE,
1561,2009-02-01,5,0,0.0,14.0,26,45,7,59,0.0,0.0,,0.0,11,15.0,0,,0,28,31,VE,
1562,2009-03-01,17,26,0.0,0.0,0,41,23,70,0.0,0.0,,0.0,14,16.0,18,,0,14,0,VE,
1563,2009-04-01,12,0,0.0,0.0,24,42,13,60,6.0,0.0,,0.0,9,9.0,8,,0,0,10,VE,
1564,2009-05-01,13,0,0.0,33.0,38,35,7,58,0.0,0.0,,0.0,19,16.0,17,,0,0,53,VE,
1565,2009-06-01,17,25,3.0,0.0,15,34,0,49,0.0,0.0,,0.0,18,9.0,6,,0,0,18,VE,
1566,2009-07-01,8,15,0.0,0.0,0,33,18,43,0.0,0.0,,0.0,11,16.0,11,,0,0,0,VE,
1567,2009-08-01,4,16,0.0,0.0,30,43,0,24,0.0,27.0,,24.0,12,11.0,0,,0,0,16,VE,
1568,2009-09-01,8,21,0.0,0.0,29,38,9,24,8.0,0.0,,30.0,13,11.0,12,,7,0,8,VE,
1569,2009-10-01,4,22,3.0,0.0,18,29,6,35,0.0,0.0,,0.0,20,21.0,0,,0,0,13,VE,
1570,2009-11-01,9,9,0.0,0.0,14,34,0,39,0.0,17.0,,0.0,14,31.0,10,,9,11,0,VE,
